Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
978,7926,30307,30136,8230,1305,623,1202
947,1786,4494,15731,30548,31203,15937,5124
800,991,789,4337,23448,55391,55686,23373
10624,37692,37346,10157,1276,1596,768,1238
602,1266,682,717,906,7465,27194,27029
969,1510,646,1064,1178,4891,19771,39062
799,770,451,418,1367,7131,27522,27878
766,1647,4526,14409,27977,27933,14552,4723
970,2057,10854,40964,41378,11523,1396,1320
10391,37436,36773,10693,1627,1592,1006,989
13398,54054,65535,41174,9077,1934,821,746
840,2167,4325,14985,29431,29760,15505,4955
340,1231,649,398,936,4610,16256,32668
661,1113,870,599,1477,6903,27829,27457
847,925,739,300,910,5196,20405,40937
12597,44405,43420,11874,1460,1175,557,539
1044,1115,139,441,1163,1746,981,1123
684,2598,5010,17827,35850,36573,18238,5545
47125,47217,17724,2829,646,1622,701,1182
713,1381,634,549,972,1342,420,931
807,1495,914,4789,26681,65449,65129,27087
468,1772,10876,40853,41823,11630,1325,1144
1075,1368,3542,12591,24655,25040,12882,3833
48075,57313,53731,38065,10262,2145,840,1090
587,1222,446,414,978,2568,898,921
697,1605,4766,16705,33066,34188,17071,5508
807,865,425,794,1078,4420,18106,35214
289,2075,4857,17013,34235,34401,17195,5397
1223,2423,16485,64527,65132,20980,21622,41046
417,2002,13125,50109,50666,14312,1285,1068
1016,1576,5573,23458,62588,65535,65535,31148
46303,46142,17175,2667,994,1390,706,1196
14523,51789,51622,14090,1647,1220,483,978
638,1539,847,4013,25554,60383,60679,24943
958,838,505,494,1531,6479,26342,26448
1035,1466,847,4543,26404,63123,61824,25898
50541,51428,18468,2792,1033,1283,685,1398
15038,54965,54073,14976,1490,1851,599,1277
13435,48891,48231,13307,1784,1201,859,1233
777,1570,383,515,1551,10065,44076,60196
704,1684,617,258,968,4430,16812,34180
39111,40505,27581,53020,51789,13497,1847,1412
395,955,836,4185,24662,60181,60054,24463
998,2660,12903,49918,50799,13192,1365,725
40779,40926,15472,2504,769,1145,342,497
442,936,651,600,1117,10558,41641,41783
776,1509,450,656,296,1248,446,177
815,1297,644,345,1271,9350,38598,39244
745,925,656,624,1238,8589,36821,36914
701,1314,504,633,1045,5181,18826,38295
1588,10535,38086,37796,10008,2705,1193,1014
878,1575,338,229,1307,3878,14775,28755
15917,57696,55720,15039,2033,1367,539,1019
424,1142,510,517,1190,6831,26270,26544
1293,9353,33924,33554,9691,1641,771,971
714,1628,913,557,649,3827,15425,30339
808,1229,767,3865,21564,52486,52411,22243
1525,13218,57458,65535,65535,18160,1431,1247
744,2169,13685,51940,52368,14704,1516,1115
771,917,445,529,734,5778,22857,44654
816,2487,12190,47002,47699,13724,1268,1353
1269,1288,580,0,1418,6494,27928,28056
786,1737,10434,37941,39182,11546,1449,1120
840,452,800,580,834,1653,744,868
1067,7701,25609,25646,7798,7183,26728,26572
12721,47832,47452,13225,1399,1719,503,647
932,2283,15440,57208,58596,15930,1879,1328
875,2552,14152,52847,53583,15547,1747,687
11097,40540,42612,26522,33040,33200,16485,5434
792,1133,756,281,1097,8397,31701,32141
1217,10482,37328,36440,10146,8377,27320,27906
717,2410,17713,65535,65535,18479,1997,779
784,1736,3402,12131,23476,24130,11876,3637
756,1578,533,423,866,933,743,1132
875,1597,604,532,1271,8663,33845,33599
548,1275,1195,3635,19334,45882,45666,19317
769,1281,112,670,819,1807,741,814
1263,1644,660,397,903,1351,997,635
62245,62710,22927,3517,390,1197,573,1371
708,2405,14535,55748,56389,15263,1598,959
789,476,738,4908,27890,65535,64884,27919
1337,8289,31159,31345,8553,2183,879,1560
57166,57648,21206,3311,1259,1369,749,1213
549,1201,321,703,1001,4189,16333,32916
469,1401,3557,11700,23312,22847,11624,3504
442,2093,13404,51250,51460,13955,1654,1036
10916,38293,37775,10718,2014,1127,1201,952
49712,50473,18534,2683,1437,1553,724,1048
12909,46357,45329,12530,1683,1089,922,1231
1083,2216,16067,60447,60902,16498,1537,1440
61773,65535,62841,43992,10979,2119,748,1304
1017,1985,13202,52287,65535,54907,41806,17398
688,1706,5725,19998,39319,39488,20298,6233
965,1561,452,757,625,1594,562,1515
54863,55712,20930,3543,1064,1309,1194,1061
54655,54881,20319,2797,940,1180,621,1254
853,1202,1081,4636,25998,62856,62264,25595
605,1303,458,415,1321,1965,1334,722
916,1286,732,583,603,1003,446,1413
10163,37301,36866,10133,1366,1285,441,975
856,728,734,470,1685,8464,32153,32235
551,1097,862,4411,24659,62482,61032,24971
856,1376,4363,14639,27862,28932,14801,4240
63194,64032,23609,3535,383,648,769,391
952,1565,391,556,947,1610,674,921
786,6947,25660,25714,7177,2034,364,1334
510,938,805,3426,18905,43814,43456,18227
14641,52742,51797,14009,2032,1675,941,785
759,2428,15178,58228,58671,25277,44356,43698
948,860,5387,19213,38373,37992,19851,5361
16065,58319,65535,65535,58897,15201,1743,1204
13908,57071,65535,52300,11091,2021,614,1012
999,1248,554,348,1365,5425,22256,43036
9778,36554,36032,9684,1401,1652,824,425
1013,736,535,544,714,1413,1144,1164
9699,33291,32606,9057,1400,1318,969,1026
1030,1366,417,804,956,5085,21211,41768
1015,984,651,428,1336,8695,36525,36895
739,901,872,468,964,6411,27400,27574
1132,409,467,660,866,1353,701,1009
874,2318,15681,58686,58894,16624,1705,954
1325,1401,4751,16286,31993,32831,16746,5284
1338,6707,22690,22747,6925,1926,612,1216
904,1936,12139,46845,47506,13256,1650,1664
1014,1696,5629,20080,39087,40040,20164,6177
51615,52517,19025,2838,209,1678,387,1053
1287,10253,38718,38032,10728,1804,698,1467
782,1143,498,750,1199,805,902,1239
526,1865,11400,44047,44765,12557,1250,855
1097,851,276,399,923,4901,18655,36649
864,909,940,4751,27795,65535,65535,65535
568,1179,458,655,1587,5581,22873,45178
563,821,1361,5199,28928,65535,65535,28999
898,1977,13040,50864,51599,13657,1468,1384
913,974,661,412,905,1381,718,1352
879,1596,632,310,1730,8071,31094,30907
41056,41362,15181,2710,1180,1253,643,1318
710,1051,292,633,1339,8308,35080,35847
16475,59159,58786,15972,2130,1776,261,1374
845,2141,12248,46231,46832,13061,925,1429
1176,1289,458,416,1044,10370,39990,40083
1113,1179,729,4916,28064,65535,65535,61213
1040,468,1031,714,915,3897,13297,25459
663,1019,1258,4830,27542,65535,65535,27904
514,1563,625,147,1227,7186,27374,27787
36922,38445,14669,2512,1459,1859,859,800
690,1351,225,616,1558,10552,44590,45206
961,1916,4400,14655,29287,29558,15257,4560
16200,58372,57902,15695,1611,1474,879,684
620,2275,11162,41880,41819,12300,1049,1723
15990,57655,56949,15585,2042,1367,394,1427
816,1101,876,4819,25601,61969,60851,25428
43106,43642,16223,2596,590,1150,568,967
1119,1198,902,3251,18566,45404,44283,18978
833,1488,781,879,924,1600,556,1036
1352,7952,27461,27654,7619,2130,593,1149
799,734,530,197,695,1499,693,665
935,1926,808,3178,16557,42316,39906,17030
616,1031,4016,14093,28220,27877,14349,4499
1008,1933,244,3666,19896,48443,47827,19979
676,1023,802,575,1230,7371,30193,30103
499,1072,1051,376,508,817,484,909
15964,56929,55831,15274,1914,1469,753,889
1013,8308,26565,26053,7240,1354,650,1018
12714,45945,44323,11862,1956,1797,555,537
648,1097,4946,17810,34362,35242,17544,5442
937,1747,780,535,1547,5410,21979,43193
741,1846,4298,15847,31075,32108,16127,5214
263,2395,13360,48721,49318,13364,1653,756
361,1360,566,163,1187,1892,650,1243
1051,1717,11766,44489,44661,12621,1326,1416
306,1795,3804,13307,25920,27305,12978,4370
58857,58795,21840,3208,1138,1042,665,453
1222,10417,34574,34340,9455,2082,973,1140
467,1411,584,4996,27078,65231,65185,27257
14566,50849,50195,17288,23411,55381,55067,23445
1393,10325,36953,36877,9575,2034,446,1344
446,1722,12840,46675,47643,12997,1381,903
715,1771,3657,12710,24441,24993,12799,3769
951,1871,764,3290,18740,44255,43616,18167
628,979,437,338,1002,934,509,1244
1210,2111,10390,40046,39911,11635,1044,468
1406,6819,23099,23492,6337,2634,1372,1346
15523,56818,57153,15459,2207,744,627,1277
625,1643,369,657,858,968,1107,633
673,1813,15197,58637,58675,15709,1817,625
1550,7451,27980,27945,8090,2001,804,1119
948,1152,406,384,1049,8475,34184,34442
1619,11069,39181,39250,11166,1607,724,1424
11956,42509,41393,11491,1491,1101,744,979
12595,51807,65535,46819,10892,2117,542,691
766,929,374,556,686,4606,18443,35930
57630,58242,21501,2998,1272,525,950,827
733,1563,553,875,776,4335,15968,31826
1066,7928,27712,27564,7916,1825,611,978
978,1909,5546,18491,36339,36769,18469,5672
871,829,1035,4820,28196,65535,65535,27804
1186,1045,508,728,1154,5095,19691,38351
458,2441,11233,42993,43061,11643,1302,758
944,1262,728,328,579,4627,18322,35161
743,678,603,630,1294,1425,501,1063
808,1753,4468,15384,30467,31565,15416,5377
61323,60979,22459,3498,531,631,1330,1269
855,2072,13667,53683,53958,15217,974,481
12073,42986,43342,11777,1646,1292,396,1107
784,2095,12678,47530,47093,13032,1526,1345
39654,40737,15024,2584,1329,1369,652,1396
729,1336,1378,3764,22244,54210,53092,22074
1398,6914,23156,23036,6595,1929,545,1501
881,1331,697,3634,21145,50134,49744,21120
720,581,1011,4330,23545,56795,56258,23093
333,1317,651,488,1620,8907,35751,35632
946,1585,3709,12873,25373,26263,12758,4186
35074,35053,13247,2197,851,1217,1091,867
1000,867,1069,4747,24799,61380,60979,25206
762,1575,4856,16321,32371,32199,17037,4772
1083,1354,680,659,873,887,754,886
941,2043,5168,18006,34276,35232,18335,5127
966,8634,30089,30164,8165,1806,1093,1397
11162,37820,38100,10969,2039,1690,636,720
1333,7854,24122,24096,6748,2034,669,1206
12394,44184,43651,11952,2219,1615,672,1213
1360,1626,544,616,1177,4363,16881,33126
1306,11221,39240,39683,10682,2091,795,1083
14463,52091,51947,14392,1950,1903,470,1022
51983,51380,19100,3207,607,435,921,1336
519,1940,5943,20756,39625,40693,20534,6251
924,1793,4417,15190,29491,30026,15470,5156
609,1927,15645,59510,59790,15928,1414,1017
1481,6598,23633,23580,7298,1035,381,997
417,1195,3428,12082,23870,25303,12571,4029
627,1271,474,641,746,845,485,836
15260,55525,54544,15116,2145,1175,566,1940
1432,8128,26695,27045,7731,870,404,796
1433,1434,381,627,1430,7663,29384,28833
1248,1872,3760,14976,29189,29933,15391,4402
9606,34190,34154,9469,1164,1259,645,500
1112,7214,24103,24165,6599,1193,510,1375
926,1339,4593,16397,31998,32973,16983,4841
11876,43823,43461,11926,1735,1175,670,1080
717,2217,15415,59752,59735,15979,1585,680
584,953,825,730,665,4200,14519,27878
656,1702,16355,63785,64153,17590,1803,628
828,1779,1296,3488,19445,46884,46357,19645
1512,10682,37487,37255,9983,1726,268,653
818,456,858,524,1384,7885,29022,30096
44470,44494,16439,2768,893,7164,29502,29236
438,981,616,462,1322,9328,38075,38779
1172,1114,385,343,1279,9196,39183,39084
60313,61160,22563,3503,1126,1251,524,1031
61261,62509,26157,15539,24304,25092,12488,3850
641,1360,663,157,1358,5662,20525,39676
45467,45238,16989,2717,1260,1332,671,324
594,1945,17206,65535,65535,18657,1585,1175
807,1003,623,552,1207,9363,36324,36620
632,1513,10250,38006,37716,10272,1004,707
1016,1453,3813,12958,24576,25546,12877,3747
1092,1416,782,654,457,2016,891,994
800,830,627,731,1638,12007,52249,65535
14989,54444,53459,14499,1889,2198,743,1481
1018,1896,12344,46048,46707,12877,1599,1451
848,1232,523,559,637,1234,974,1296
1137,1284,737,681,1201,7703,31785,32266
42405,43454,15900,2275,756,970,682,1273
1167,1189,64,393,1011,1311,1037,1521
855,769,914,523,884,9316,37762,38363
700,582,649,758,1403,3734,15786,30438
49573,49933,18222,3172,1467,10301,43397,44351
968,805,928,4256,23306,55734,56021,23655
1568,10716,36796,36924,10166,2326,524,1318
55651,56276,20723,3284,1194,927,370,1108
735,1210,843,499,1436,4042,15036,29340
545,904,809,625,1241,4353,16344,31589
56082,56713,20796,6237,20004,49607,48656,20528
1064,922,552,354,1005,4992,20005,38690
822,1407,1109,3936,22742,55220,54789,22884
1097,1666,5095,18393,35608,36210,17923,5596
920,1735,10648,40233,40109,11999,1274,952
896,1683,685,3152,19316,46994,46510,19303
810,945,549,715,1159,9656,34564,35048
840,1308,582,665,1256,4774,17855,34895
712,1291,934,4336,23597,57316,57645,23623
1039,1868,561,886,842,1863,983,526
1106,1235,799,5237,28807,65535,65535,28554
15645,56445,59366,32887,36122,35546,17855,5456
42694,42608,15853,2477,719,782,851,1006
1139,1129,10572,39463,40252,11566,1480,1584
791,1332,5049,17136,33327,34263,17461,5264
880,1637,1110,619,1136,9527,40113,40545
58052,59345,21431,2975,1235,632,734,1087
756,1446,521,3091,18147,44786,44533,18768
39270,38953,14636,2324,1008,756,978,1211
52829,52281,19183,2994,1104,1136,588,279
820,1484,966,635,850,1689,911,1177
50641,51048,18807,3036,797,853,434,1243
1138,7275,24065,24255,7016,2204,748,1427
12619,46190,44811,12178,1846,1195,381,1351
13680,48779,47483,13364,1601,1640,812,1365
724,1729,454,492,1115,1229,402,1540
15343,56318,57386,15390,2174,2096,805,1117
558,1458,777,225,1117,821,805,739
720,1560,429,292,1905,8522,32463,32660
14112,50367,49409,13771,2162,3485,13069,25453
763,1226,877,190,869,1912,975,1133
1077,1228,516,571,1298,10116,41690,42091
193,819,641,393,1012,6766,25649,25420
823,1078,427,4612,25624,62625,61432,25800
931,1356,4787,17170,33132,34167,17321,4461
828,1103,759,4544,23428,59029,65535,59487
426,1473,616,180,1406,9723,40043,40424
49733,50681,18005,2807,937,1814,967,848
62188,62292,23241,3702,1115,1380,1045,338
1385,11016,40043,40194,10363,2825,732,993
61833,62794,35098,52265,50183,13956,1465,821
15379,54631,54886,15005,1619,1228,947,1447
865,1477,541,474,895,760,175,1357
1059,1421,774,763,1806,7455,27364,27176
895,1885,16366,65535,65535,65535,59806,25268
1787,12506,44662,58493,46225,37616,18850,5298
1544,6952,26565,26415,6999,2422,647,615
841,1006,1078,3774,21170,52845,51616,21209
915,1177,277,390,858,7872,30619,30885
11822,42457,41425,11389,2159,2101,809,1126
827,1357,3888,12556,25255,25637,12826,3967
454,1317,788,4113,24441,58141,56605,23833
1297,2352,4220,12570,24947,25504,12875,4190
630,1356,4164,13649,27546,27676,14080,4550
1121,1611,13882,52994,52922,15208,1437,961
1451,7842,27229,26916,7862,6333,22968,45966
846,707,367,416,1115,6461,21675,41892
971,1173,500,426,874,1821,474,878
1072,1327,539,550,746,1139,466,481
11439,42574,41753,11247,2044,1315,949,1241
881,1034,503,478,1001,5672,23439,46294
1432,10828,39858,40206,10645,2135,1000,1299
594,1272,1026,4883,28526,65535,65535,28073
12601,45927,45372,12217,1680,1318,721,809
719,1514,824,3692,20317,49444,48354,20542
44574,44714,16519,2454,816,1613,557,1282
58429,59714,25657,18367,31025,31657,15828,4694
954,1800,4877,16856,33459,33727,16844,4836
643,2093,16127,62652,62306,16827,2199,1111
721,1478,924,773,809,10761,44933,44858
515,1888,10256,39299,39936,10856,1152,932
43299,44149,16295,2209,1278,1642,550,1243
875,1456,800,554,1087,1814,669,1231
1350,9437,32316,32145,8866,1773,476,1107
561,2303,5415,19303,37815,38113,19735,5886
44580,44982,16990,2902,1308,1278,808,1203
772,2991,14894,56644,56760,15813,1560,851
649,1364,568,3330,18118,44194,43515,17997
563,1740,11398,44244,44258,15635,17942,33429
793,638,485,296,1282,10705,42930,42969
15584,57391,56857,15776,1682,956,757,501
61527,62390,23053,3567,745,1049,893,1190
844,1101,558,442,1209,4228,14547,29713
55568,55566,20690,3110,1118,10334,44089,44117
16205,59606,58773,16340,2017,1433,343,1176
12702,46232,45009,12558,1981,1552,597,390
513,1171,500,525,960,1991,513,1013
954,1824,4769,16689,33434,34722,17227,5249
664,1346,434,3978,22507,54965,53586,23139
682,2761,15120,59819,60738,16049,1421,1169
1290,9888,35545,37903,29978,50248,49571,20728
12182,43238,42785,11732,1249,1104,619,1466
848,1309,813,3591,20465,49192,48152,20151
12774,45451,44326,12109,1685,1462,746,877
1264,8913,28053,28442,8291,1900,225,875
884,1784,4460,15340,30212,30829,15819,5202
1160,1223,1172,494,1101,1136,708,1224
871,1757,849,3407,19337,48310,47580,19822
727,2018,10030,38382,38693,10843,829,1535
484,1861,4994,17068,33785,34724,17618,5094
869,2402,14087,54041,54150,18047,19367,36729
686,1325,718,183,1250,7744,30645,30992
13187,47489,46197,12748,1591,841,319,1096
727,1335,4490,15948,31624,32070,16839,4875
14165,50618,50624,14182,1625,1554,461,864
844,1268,591,477,1321,1649,420,442
216,1665,663,536,1201,5206,21311,42510
40733,41785,15425,2489,1495,1206,560,1031
634,907,759,5132,28930,65535,65535,28963
815,1007,1016,626,1372,1391,941,1063
1015,955,569,698,751,7168,25479,25318
1377,10815,37132,37409,10272,2168,647,752
822,860,670,4186,21963,53719,52391,22715
667,946,984,4621,26373,64319,63540,26358
16952,59990,58891,16024,2296,1795,650,1313
845,2256,14975,56523,57808,16282,1634,747
12069,42932,42641,11809,1863,2396,905,788
13656,49594,49114,13574,1392,1723,392,1045
571,1584,5314,18726,36575,38363,18975,6615
1104,1885,10208,38415,37753,11057,1406,1211
672,1208,168,560,885,1688,879,971
1011,9387,32652,32512,9040,2285,510,702
1106,7316,24301,24138,7266,2128,767,712
837,2422,16711,63068,63402,17974,1607,1219
16795,60119,57792,15897,1682,1426,630,1121
51201,51301,19140,3198,1143,1383,225,1365
687,1242,475,578,1193,5775,22132,43139
978,1641,4164,13193,26188,26271,13300,4149
749,1189,551,704,789,5060,18908,35932
601,1553,531,409,1192,6922,26559,27120
48298,49642,22233,20201,34433,34914,17921,5301
649,2128,14451,55172,55460,15409,1729,1265
1339,10943,40806,40384,11002,2152,619,220
43759,43838,16363,2105,852,1729,596,765
841,1142,672,468,1165,8154,29627,29785
767,1138,396,659,1298,4261,18219,37066
1382,1687,3533,11172,22736,22911,11683,4152
1115,1302,3877,13362,26784,27122,13712,4561
14382,49775,49504,13558,2077,1847,642,667
746,2079,890,773,714,6964,29258,29523
43326,43221,15747,2536,1099,1823,723,1002
51605,52024,19374,3009,792,864,135,460
14387,53481,52831,14184,1844,1093,884,656
523,1063,629,391,563,1519,864,635
1347,11132,38728,38598,10847,4351,13341,25895
35156,35934,12904,2203,1037,1204,765,1294
15241,54701,53023,14670,1843,1547,983,1308
648,1305,785,258,748,4141,13386,26112
51569,51674,19120,3022,961,2388,1037,1022
14132,51207,50587,13651,2130,1142,514,67
623,1627,431,629,1356,1276,839,542
11360,40422,39649,11151,1524,1126,704,960
40622,41067,18402,16773,28936,29651,15177,5081
760,1115,667,260,984,8203,35451,36241
623,1357,783,546,1552,4164,15675,30180
1282,938,394,182,1045,1807,777,1223
56339,56818,21342,2993,853,2005,991,1561
652,695,698,459,1525,11180,45366,46120
718,992,474,285,1552,9184,37605,37519
35081,35389,12794,2468,1169,1225,649,870
61431,63837,39376,65535,65535,18091,2162,1066
913,1054,386,885,990,1009,629,573
1336,999,433,238,1033,9635,38318,39876
51204,50792,18896,2739,1254,1074,405,918
12886,46012,45379,12801,1547,933,1020,1216
16312,57693,57524,15913,2076,6384,25594,26219
57592,58413,22080,3137,845,1502,353,658
457,1240,689,640,1017,9630,41008,41093
615,1450,12015,46163,47579,12685,1137,1289
643,1283,731,508,550,1109,605,1266
802,1205,3626,13423,25874,25555,13253,4460
967,1128,511,760,1505,3721,15545,30644
827,1969,16708,62259,62498,17154,1921,820
63262,62922,23444,3687,1151,10145,39857,40599
11502,40009,39749,10766,1427,1486,496,1406
777,1685,10482,42380,62144,65535,59850,24605
1137,10028,33701,33832,8448,1710,304,730
1158,1707,4832,16349,32242,32284,16078,5147
534,1469,1238,3275,18432,44568,44404,19346
761,1062,366,619,1220,4595,19417,37666
680,1156,159,446,934,1384,741,914
9853,35895,34786,10022,2472,1236,782,999
650,1625,965,5106,28461,65535,65535,28698
56811,57544,21354,2998,1268,1434,751,816
1642,11038,39926,39677,10797,1876,746,1216
15514,61614,65535,37663,7514,1456,875,813
48514,48776,18124,3007,1508,9724,37732,38682
881,968,700,4303,22811,55429,54531,22792
